file_path,file_name,line_number,module_hint,variable_name,variable_style,likely_role,section_hint,context
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1203,assets,affected_variable,snake_case,warning_id,warnings,"severity, message, affected_variable, blocking, review_action"
16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,732,assets,affected_variable,snake_case,warning_id,warnings,"severity, message, affected_variable, blocking, review_action"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1262,assets,asset_cost_without_utilisation,snake_case,warning_id,warnings,asset_zero_utilisation_hours asset_cost_without_utilisation asset_pool_over_allocated asset_pool_no_source
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1213,assets,asset_cost_without_utilisation,snake_case,warning_id,warnings,asset_invalid_cost asset_zero_utilisation_hours asset_cost_without_utilisation asset_utilisation_default_used asset_zero_cost_with_utilisation
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1267,assets,asset_data_missing,snake_case,warning_id,warnings,asset_pool_under_allocated productive_asset_missing_cost asset_data_missing ## 13.10 Readiness variables
05_MIRRA_GENERAL_OVERHEADS_v4.0_LOCKED.txt,05_MIRRA_GENERAL_OVERHEADS_v4.0_LOCKED.txt,647,assets,asset_finance_exclusion_exceeds_benchmark,snake_case,warning_id,warnings,general_overhead_review_required general_overheads_source_missing asset_finance_exclusion_exceeds_benchmark asset_finance_exclusion_review possible_duplicate_asset_cost
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1211,assets,asset_invalid_cost,snake_case,warning_id,warnings,no_assets_data asset_invalid_cost asset_zero_utilisation_hours asset_cost_without_utilisation
16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,1100,assets,asset_pool_guardrail_status,snake_case,warning_id,warnings,- Assets status - Model Readiness status - asset_pool_guardrail_status - blocking warnings - non-blocking warnings
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1264,assets,asset_pool_no_source,snake_case,warning_id,warnings,asset_cost_without_utilisation asset_pool_over_allocated asset_pool_no_source asset_pool_under_allocated productive_asset_missing_cost
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1220,assets,asset_pool_no_source,snake_case,warning_id,warnings,asset_pool_over_allocated asset_pool_under_allocated asset_pool_no_source asset_pool_review_required asset_running_cost_transfer_over_allocated
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1263,assets,asset_pool_over_allocated,snake_case,warning_id,warnings,asset_zero_utilisation_hours asset_cost_without_utilisation asset_pool_over_allocated asset_pool_no_source asset_pool_under_allocated
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1218,assets,asset_pool_over_allocated,snake_case,warning_id,warnings,productive_asset_missing_cost non_productive_asset_excluded_from_recovery asset_pool_over_allocated asset_pool_under_allocated asset_pool_no_source
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1221,assets,asset_pool_review_required,snake_case,warning_id,warnings,asset_pool_under_allocated asset_pool_no_source asset_pool_review_required asset_running_cost_transfer_over_allocated asset_running_cost_transfer_remaining_in_overheads
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1265,assets,asset_pool_under_allocated,snake_case,warning_id,warnings,asset_pool_over_allocated asset_pool_no_source asset_pool_under_allocated productive_asset_missing_cost asset_data_missing
